Hanzi,Pinyin,English,Hanzi + Pinyin,Pinyin + English
我的存款只剩下一百元。,Wǒ de cúnkuǎn zhǐ shèng xià yībǎi yuán.,My savings account only has a hundred yuan left.,我的存款只剩下一百元。 - Wǒ de cúnkuǎn zhǐ shèng xià yībǎi yuán.,Wǒ de cúnkuǎn zhǐ shèng xià yībǎi yuán. - My savings account only has a hundred yuan left.
我很忙，但是我会尽量打扫我的房间。,"Wǒ hěn máng, dànshì wǒ huì jìnliàng dǎsǎo wǒ de fángjiān.","I'm very busy, but I will try to clean my room.","我很忙，但是我会尽量打扫我的房间。 - Wǒ hěn máng, dànshì wǒ huì jìnliàng dǎsǎo wǒ de fángjiān.","Wǒ hěn máng, dànshì wǒ huì jìnliàng dǎsǎo wǒ de fángjiān. - I'm very busy, but I will try to clean my room."
如果你用这张信用卡买电影票，看电影买一送一。,Rú guǒ nǐ yòng zhè zhāng xìnyòngkǎ mǎi diàn yǐng piào，kàn diàn yǐng mǎi yī sòng yī。,"If you use this credit card to buy movie tickets, then it is buy one get one free.",如果你用这张信用卡买电影票，看电影买一送一。 - Rú guǒ nǐ yòng zhè zhāng xìnyòngkǎ mǎi diàn yǐng piào，kàn diàn yǐng mǎi yī sòng yī。,"Rú guǒ nǐ yòng zhè zhāng xìnyòngkǎ mǎi diàn yǐng piào，kàn diàn yǐng mǎi yī sòng yī。 - If you use this credit card to buy movie tickets, then it is buy one get one free."
这家餐厅点餐的时候就要付费。,Zhè jiā cāntīng diǎn cān de shíhòu jiù yào fù fèi。,This restaurant has you pay when you order.,这家餐厅点餐的时候就要付费。 - Zhè jiā cāntīng diǎn cān de shíhòu jiù yào fù fèi。,Zhè jiā cāntīng diǎn cān de shíhòu jiù yào fù fèi。 - This restaurant has you pay when you order.
出去旅游要注意安全，才能快快乐乐出门平平安安回家。,"Chūqù lǚyóu yào zhùyì ānquán, cáinéng kuài kuàilè lè chūmén píngpíng ān'ān huí jiā.","Pay attention to safety when traveling, in this way you'll be able to safely and happily return home.","出去旅游要注意安全，才能快快乐乐出门平平安安回家。 - Chūqù lǚyóu yào zhùyì ānquán, cáinéng kuài kuàilè lè chūmén píngpíng ān'ān huí jiā.","Chūqù lǚyóu yào zhùyì ānquán, cáinéng kuài kuàilè lè chūmén píngpíng ān'ān huí jiā. - Pay attention to safety when traveling, in this way you'll be able to safely and happily return home."
昨天晚上洗澡的时候没有热水，当时是零下两度。,Zuó tiān wǎn shàng xǐ zǎo de shí hòu méi yǒu rè shuǐ，dāng shí shì líng xià liǎng dù。,"Yesterday evening there was no hot water in the shower, at the time it was negative two degrees.",昨天晚上洗澡的时候没有热水，当时是零下两度。 - Zuó tiān wǎn shàng xǐ zǎo de shí hòu méi yǒu rè shuǐ，dāng shí shì líng xià liǎng dù。,"Zuó tiān wǎn shàng xǐ zǎo de shí hòu méi yǒu rè shuǐ，dāng shí shì líng xià liǎng dù。 - Yesterday evening there was no hot water in the shower, at the time it was negative two degrees."
我身上没带名片，可以给我你的联系方式吗？,Wǒ shēn shàng méi dài míngpiàn，kěyǐ gěi wǒ nǐ de lián xì fāng shì ma？,"I didn't bring my business card, can you give me your contact information?",我身上没带名片，可以给我你的联系方式吗？ - Wǒ shēn shàng méi dài míngpiàn，kěyǐ gěi wǒ nǐ de lián xì fāng shì ma？,"Wǒ shēn shàng méi dài míngpiàn，kěyǐ gěi wǒ nǐ de lián xì fāng shì ma？ - I didn't bring my business card, can you give me your contact information?"
你不该这样对他说话，不太礼貌。,Nǐ bù gāi zhè yàng duì tā shuōhuà，bú tài lǐ mào。,"You should not talk to him like that, it is not polite.",你不该这样对他说话，不太礼貌。 - Nǐ bù gāi zhè yàng duì tā shuōhuà，bú tài lǐ mào。,"Nǐ bù gāi zhè yàng duì tā shuōhuà，bú tài lǐ mào。 - You should not talk to him like that, it is not polite."
我问他为什么？但是他不肯说.,Wǒ wèn tā wèishénme? Dànshì tā bù kěn shuō.,I asked him why? But he refused to say.,我问他为什么？但是他不肯说. - Wǒ wèn tā wèishénme? Dànshì tā bù kěn shuō.,Wǒ wèn tā wèishénme? Dànshì tā bù kěn shuō. - I asked him why? But he refused to say.
这家餐厅只收现金，不收信用卡。,Zhè jiā cān tīng zhǐ shōu xiàn jīn，bù shōu xìnyòngkǎ.,This restaurant only takes cash and does not accept credit cards.,这家餐厅只收现金，不收信用卡。 - Zhè jiā cān tīng zhǐ shōu xiàn jīn，bù shōu xìnyòngkǎ.,Zhè jiā cān tīng zhǐ shōu xiàn jīn，bù shōu xìnyòngkǎ. - This restaurant only takes cash and does not accept credit cards.
冬天的时候，河往往会结冰。,Dōngtiān de shíhou，hé wǎngwǎng huì jiébīng.,"During winter, the river often freezes.",冬天的时候，河往往会结冰。 - Dōngtiān de shíhou，hé wǎngwǎng huì jiébīng.,"Dōngtiān de shíhou，hé wǎngwǎng huì jiébīng. - During winter, the river often freezes."
千万不要忘记带教科书。,Qiān wàn bùyào wàngjì dài jiàokēshū.,You absolutely must not forget to bring your school books.,千万不要忘记带教科书。 - Qiān wàn bùyào wàngjì dài jiàokēshū.,Qiān wàn bùyào wàngjì dài jiàokēshū. - You absolutely must not forget to bring your school books.
小心着凉啊！,Xiǎoxīn zháoliáng a!,Be careful not to catch a cold!,小心着凉啊！ - Xiǎoxīn zháoliáng a!,Xiǎoxīn zháoliáng a! - Be careful not to catch a cold!
骑车骑那么快，早晚会出事的。,Qíchē qí nàme kuài，zǎowǎn huì chūshì de.,"If you drive so fast, sooner or later you'll have an accident.",骑车骑那么快，早晚会出事的。 - Qíchē qí nàme kuài，zǎowǎn huì chūshì de.,"Qíchē qí nàme kuài，zǎowǎn huì chūshì de. - If you drive so fast, sooner or later you'll have an accident."
我太忙了，一时没接到你的电话。,Wǒ tài máng le，yìshí méi jiēdào nǐ de diànhuà.,"I was too busy, unable to take your calls for a while.",我太忙了，一时没接到你的电话。 - Wǒ tài máng le，yìshí méi jiēdào nǐ de diànhuà.,"Wǒ tài máng le，yìshí méi jiēdào nǐ de diànhuà. - I was too busy, unable to take your calls for a while."
事情总算是完成了！,Shìqíng zǒngsuàn shì wánchéng le！,This thing is finally over!,事情总算是完成了！ - Shìqíng zǒngsuàn shì wánchéng le！,Shìqíng zǒngsuàn shì wánchéng le！ - This thing is finally over!
把车窗开开，车子里面的温度太高需要降温,bǎ chē chuāng kāi kāi，chē zǐ lǐ miàn de wēn dù tài gāo xū yào jiàng wēn,"Open up the windows of the car,it's too hot inside ,it needs to be cooled down.",把车窗开开，车子里面的温度太高需要降温 - bǎ chē chuāng kāi kāi，chē zǐ lǐ miàn de wēn dù tài gāo xū yào jiàng wēn,"bǎ chē chuāng kāi kāi，chē zǐ lǐ miàn de wēn dù tài gāo xū yào jiàng wēn - Open up the windows of the car,it's too hot inside ,it needs to be cooled down."
他只是开玩笑，你不用太认真。,"Tā zhǐshì kāiwánxiào, nǐ bùyòng tài rènzhēn.","He's just kidding, don't be so serious.","他只是开玩笑，你不用太认真。 - Tā zhǐshì kāiwánxiào, nǐ bùyòng tài rènzhēn.","Tā zhǐshì kāiwánxiào, nǐ bùyòng tài rènzhēn. - He's just kidding, don't be so serious."
乘坐公交车时，请系安全带。,Chéngzuò gōngjiāochē shí，qǐng xì ānquándài.,"When riding the bus, please fasten your seatbelt.",乘坐公交车时，请系安全带。 - Chéngzuò gōngjiāochē shí，qǐng xì ānquándài.,"Chéngzuò gōngjiāochē shí，qǐng xì ānquándài. - When riding the bus, please fasten your seatbelt."
这个水果在中国当地，是非常普遍的。,Zhège shuǐguǒ zài Zhōngguó dāngdì，shì fēicháng pǔbiàn de.,"This fruit is local to China, it is very common.",这个水果在中国当地，是非常普遍的。 - Zhège shuǐguǒ zài Zhōngguó dāngdì，shì fēicháng pǔbiàn de.,"Zhège shuǐguǒ zài Zhōngguó dāngdì，shì fēicháng pǔbiàn de. - This fruit is local to China, it is very common."
她很快就适应了这个新的环境。,Tā hěn kuài jiù shìyìng le zhège xīn de huánjìng.,She quickly adapted to this new environment.,她很快就适应了这个新的环境。 - Tā hěn kuài jiù shìyìng le zhège xīn de huánjìng.,Tā hěn kuài jiù shìyìng le zhège xīn de huánjìng. - She quickly adapted to this new environment.
他的能力不够，没办法做这份工作。,Tā de néng lì bù gòu，méi bàn fǎ zuò zhè fèn gōng zuò。,"He doesn't have the ability, there's no way he can do this job.",他的能力不够，没办法做这份工作。 - Tā de néng lì bù gòu，méi bàn fǎ zuò zhè fèn gōng zuò。,"Tā de néng lì bù gòu，méi bàn fǎ zuò zhè fèn gōng zuò。 - He doesn't have the ability, there's no way he can do this job."
我诚实地告诉你，你今天穿的衣服真的很难看。,Wǒ chéng shí dì gào sù nǐ，nǐ jīn tiān chuān de yī fú zhēn de hěn nán kàn。,"Let me tell you true, the clothes you're wearing today are quite hideous.",我诚实地告诉你，你今天穿的衣服真的很难看。 - Wǒ chéng shí dì gào sù nǐ，nǐ jīn tiān chuān de yī fú zhēn de hěn nán kàn。,"Wǒ chéng shí dì gào sù nǐ，nǐ jīn tiān chuān de yī fú zhēn de hěn nán kàn。 - Let me tell you true, the clothes you're wearing today are quite hideous."
早上没时间吃早餐，你起码喝杯牛奶吧。,Zǎo shàng méi shí jiān chī zǎo cān，nǐ qǐ mǎ hē bēi niú nǎi ba.,"If you don't have time to eat breakfast in the morning, you can at least drink a glass of milk.",早上没时间吃早餐，你起码喝杯牛奶吧。 - Zǎo shàng méi shí jiān chī zǎo cān，nǐ qǐ mǎ hē bēi niú nǎi ba.,"Zǎo shàng méi shí jiān chī zǎo cān，nǐ qǐ mǎ hē bēi niú nǎi ba. - If you don't have time to eat breakfast in the morning, you can at least drink a glass of milk."
你得在这两件衣服之间选一件。,Nǐ děi zài zhè liǎng jiàn yīfu zhījiān xuǎn yí jiàn .,You have to choose one piece of clothing between these two.,你得在这两件衣服之间选一件。 - Nǐ děi zài zhè liǎng jiàn yīfu zhījiān xuǎn yí jiàn .,Nǐ děi zài zhè liǎng jiàn yīfu zhījiān xuǎn yí jiàn . - You have to choose one piece of clothing between these two.
我有很多爱好，其中唱歌是我最喜欢的。,"Wǒ yǒu hěnduō àihào, qízhōng chànggē shì wǒ zuì xǐhuɑn de.","I have a lot of hobbies, among which singing is my favorite.","我有很多爱好，其中唱歌是我最喜欢的。 - Wǒ yǒu hěnduō àihào, qízhōng chànggē shì wǒ zuì xǐhuɑn de.","Wǒ yǒu hěnduō àihào, qízhōng chànggē shì wǒ zuì xǐhuɑn de. - I have a lot of hobbies, among which singing is my favorite."
只要你有心意，送什么都行。,"Zhǐyào nǐ yǒu xīnyì, sòng shénme dōu xíng .","As long you have feelings, anything you give will be alright.","只要你有心意，送什么都行。 - Zhǐyào nǐ yǒu xīnyì, sòng shénme dōu xíng .","Zhǐyào nǐ yǒu xīnyì, sòng shénme dōu xíng . - As long you have feelings, anything you give will be alright."
分离一年之后，他们终于又在一起了。,"Fēnlí yì nián zhīhòu, tāmen zhōngyú yòu zài yìqǐ le.","After being separated for a year, they finally got back together.","分离一年之后，他们终于又在一起了。 - Fēnlí yì nián zhīhòu, tāmen zhōngyú yòu zài yìqǐ le.","Fēnlí yì nián zhīhòu, tāmen zhōngyú yòu zài yìqǐ le. - After being separated for a year, they finally got back together."
夫妻之间要相互理解，相互关心。,Fūqī zhījiān yào xiānghù líjiě ， xiānghù guānxīn.,"There needs to be mutually understanding between husband and wife, mutual care.",夫妻之间要相互理解，相互关心。 - Fūqī zhījiān yào xiānghù líjiě ， xiānghù guānxīn.,"Fūqī zhījiān yào xiānghù líjiě ， xiānghù guānxīn. - There needs to be mutually understanding between husband and wife, mutual care."
见面打招呼是一种礼貌。,Jiànmiàn dǎ zhāohu shì yì zhǒng lǐmào.,Greeting another when meeting is a type of politeness.,见面打招呼是一种礼貌。 - Jiànmiàn dǎ zhāohu shì yì zhǒng lǐmào.,Jiànmiàn dǎ zhāohu shì yì zhǒng lǐmào. - Greeting another when meeting is a type of politeness.
请尊重你自己，说话时不要一直说脏话。,Qǐng zūnzhòng nǐ zìjǐ，shuōhuà shí bù yào yīzhí shuō zānghuà。,"Respect yourself, speaking doesn't have to be always talking nonsense.",请尊重你自己，说话时不要一直说脏话。 - Qǐng zūnzhòng nǐ zìjǐ，shuōhuà shí bù yào yīzhí shuō zānghuà。,"Qǐng zūnzhòng nǐ zìjǐ，shuōhuà shí bù yào yīzhí shuō zānghuà。 - Respect yourself, speaking doesn't have to be always talking nonsense."
就算今天下大雨，比赛还是进行得很顺利。,Jiùsuàn jīntiān xià dà yǔ，bǐsài háishì jìnxíng de hěn shùnlì。,"Even if it rains today, the game will still go on smoothly.",就算今天下大雨，比赛还是进行得很顺利。 - Jiùsuàn jīntiān xià dà yǔ，bǐsài háishì jìnxíng de hěn shùnlì。,"Jiùsuàn jīntiān xià dà yǔ，bǐsài háishì jìnxíng de hěn shùnlì。 - Even if it rains today, the game will still go on smoothly."
这只狗的主人以前常常给牠吃巧克力。,Zhè zhī gǒu de zhǔrén yǐqián chángcháng gěi tā chī qiǎokèlì.,The previous owner of the dog often gave him chocolate.,这只狗的主人以前常常给牠吃巧克力。 - Zhè zhī gǒu de zhǔrén yǐqián chángcháng gěi tā chī qiǎokèlì.,Zhè zhī gǒu de zhǔrén yǐqián chángcháng gěi tā chī qiǎokèlì. - The previous owner of the dog often gave him chocolate.
咱们是好朋友，你就别客气了。,Zánmen shì hǎo péngyǒu，nǐ jiù bié kèqì le.,"We're good friends, you don't have to be so polite.",咱们是好朋友，你就别客气了。 - Zánmen shì hǎo péngyǒu，nǐ jiù bié kèqì le.,"Zánmen shì hǎo péngyǒu，nǐ jiù bié kèqì le. - We're good friends, you don't have to be so polite."
少使用一次性的餐具，这样比较环保.,Shǎo shǐyòng yīcìxìng de cānjù，zhèyàng bǐjiào huánbǎo.,"Use less disposable tableware, it is more environmentally friendly that way.",少使用一次性的餐具，这样比较环保. - Shǎo shǐyòng yīcìxìng de cānjù，zhèyàng bǐjiào huánbǎo.,"Shǎo shǐyòng yīcìxìng de cānjù，zhèyàng bǐjiào huánbǎo. - Use less disposable tableware, it is more environmentally friendly that way."
今天我做东，大家尽量点餐。,Jīntiān wǒ zuò dōng，dà jiā jìnliàng diǎncān.,"Today I'm treating, everyone freely order dishes!",今天我做东，大家尽量点餐。 - Jīntiān wǒ zuò dōng，dà jiā jìnliàng diǎncān.,"Jīntiān wǒ zuò dōng，dà jiā jìnliàng diǎncān. - Today I'm treating, everyone freely order dishes!"
看电影也好，逛街也好，跟朋友在一起就好了。,Kàn diànyǐng yě hǎo，guàngjiē yě hǎo，gēn péngyou zài yīqǐ jiù hǎo le.,"Watching a movie is good, shopping is also good; as long as I'm together with friends it is all good!",看电影也好，逛街也好，跟朋友在一起就好了。 - Kàn diànyǐng yě hǎo，guàngjiē yě hǎo，gēn péngyou zài yīqǐ jiù hǎo le.,"Kàn diànyǐng yě hǎo，guàngjiē yě hǎo，gēn péngyou zài yīqǐ jiù hǎo le. - Watching a movie is good, shopping is also good; as long as I'm together with friends it is all good!"
我很注意人们对我的看法。,Wǒ hěn zhùyì rénmen duì wǒ de kànfǎ。,I really care about people's opinion of me.,我很注意人们对我的看法。 - Wǒ hěn zhùyì rénmen duì wǒ de kànfǎ。,Wǒ hěn zhùyì rénmen duì wǒ de kànfǎ。 - I really care about people's opinion of me.
这一篇关于环境污染的报导。,Zhè yī piān guānyú huánjìng wūrǎn de bàodǎo.,This is a report on environmental pollution.,这一篇关于环境污染的报导。 - Zhè yī piān guānyú huánjìng wūrǎn de bàodǎo.,Zhè yī piān guānyú huánjìng wūrǎn de bàodǎo. - This is a report on environmental pollution.
这里的房子只租给大学生。,Zhèlǐ de fángzi zhǐ zū gěi dà xué shēng.,Houses here are only rented to college students.,这里的房子只租给大学生。 - Zhèlǐ de fángzi zhǐ zū gěi dà xué shēng.,Zhèlǐ de fángzi zhǐ zū gěi dà xué shēng. - Houses here are only rented to college students.
什么原因让他今天心情不好？,Shénme yuányīn ràng tā jīntiān xīnqíng bù hǎo?,What's the reason he feels bad today?,什么原因让他今天心情不好？ - Shénme yuányīn ràng tā jīntiān xīnqíng bù hǎo?,Shénme yuányīn ràng tā jīntiān xīnqíng bù hǎo? - What's the reason he feels bad today?
他是公费学生，所以不用付学费。,Tā shì gōng fèi xué shēng，suǒ yǐ bù yòng fù xué fèi.,"He is a public student, so he does not pay tuition fees.",他是公费学生，所以不用付学费。 - Tā shì gōng fèi xué shēng，suǒ yǐ bù yòng fù xué fèi.,"Tā shì gōng fèi xué shēng，suǒ yǐ bù yòng fù xué fèi. - He is a public student, so he does not pay tuition fees."
这家意大利饭馆确实很地道。,Zhè jiā yìdàlì fànguǎn quèshí hěn dìdào.,This Italian restaurant is indeed really authentic.,这家意大利饭馆确实很地道。 - Zhè jiā yìdàlì fànguǎn quèshí hěn dìdào.,Zhè jiā yìdàlì fànguǎn quèshí hěn dìdào. - This Italian restaurant is indeed really authentic.
交换学生需要在一年前就先申请。,Jiāo huàn xué shēng xū yào zài yī nián qián jiù xiān shēn qǐng.,Exchange students need to first apply a year in advance.,交换学生需要在一年前就先申请。 - Jiāo huàn xué shēng xū yào zài yī nián qián jiù xiān shēn qǐng.,Jiāo huàn xué shēng xū yào zài yī nián qián jiù xiān shēn qǐng. - Exchange students need to first apply a year in advance.
因为他很怕黑，所以不得不开灯睡觉。,Yīnwèi tā hěn pà hēi，suǒyǐ bùdébù kāi dēng shuì jiào.,"Because he's afraid of the dark, he always has to turn on the lights to sleep.",因为他很怕黑，所以不得不开灯睡觉。 - Yīnwèi tā hěn pà hēi，suǒyǐ bùdébù kāi dēng shuì jiào.,"Yīnwèi tā hěn pà hēi，suǒyǐ bùdébù kāi dēng shuì jiào. - Because he's afraid of the dark, he always has to turn on the lights to sleep."
反正你明天不跟我们一起出去，我邀请谁都没关系。,"Fǎnzhèng nǐ míngtiān bù gēn wǒmen yīqǐ chūqù, wǒ yāoqǐng shéi dōu méiguānxì.","You are not coming with us tomorrow anyway, I can invite anybody I want.","反正你明天不跟我们一起出去，我邀请谁都没关系。 - Fǎnzhèng nǐ míngtiān bù gēn wǒmen yīqǐ chūqù, wǒ yāoqǐng shéi dōu méiguānxì.","Fǎnzhèng nǐ míngtiān bù gēn wǒmen yīqǐ chūqù, wǒ yāoqǐng shéi dōu méiguānxì. - You are not coming with us tomorrow anyway, I can invite anybody I want."
你非得对一个三岁小孩生气吗？,Nǐ fēiděi duì yīgè sān suì xiǎohái shēngqì ma?,Do you have to be so angry with a three-year-old child?,你非得对一个三岁小孩生气吗？ - Nǐ fēiděi duì yīgè sān suì xiǎohái shēngqì ma?,Nǐ fēiděi duì yīgè sān suì xiǎohái shēngqì ma? - Do you have to be so angry with a three-year-old child?
早知道这个玩笑不好笑，我就不开了。,"Zǎo zhīdào zhège wánxiào bù hǎoxiào, wǒ jiù bù kāile.","I knew the joke wouldn't be funny, so I didn't say it.","早知道这个玩笑不好笑，我就不开了。 - Zǎo zhīdào zhège wánxiào bù hǎoxiào, wǒ jiù bù kāile.","Zǎo zhīdào zhège wánxiào bù hǎoxiào, wǒ jiù bù kāile. - I knew the joke wouldn't be funny, so I didn't say it."
今天是假日，很难找停车位。,"Jīntiān shì jiàrì, hěn nán zhǎo tíngchē wèi.","Today is a holiday, it is difficult to find a parking space.","今天是假日，很难找停车位。 - Jīntiān shì jiàrì, hěn nán zhǎo tíngchē wèi.","Jīntiān shì jiàrì, hěn nán zhǎo tíngchē wèi. - Today is a holiday, it is difficult to find a parking space."
这里客满了，需要等三十分钟以上。,"Zhèlǐ kè mǎnle, xūyào děng sānshí fēnzhōng yǐshàng.","It's full here, you'll need to wait thirty minutes or more.","这里客满了，需要等三十分钟以上。 - Zhèlǐ kè mǎnle, xūyào děng sānshí fēnzhōng yǐshàng.","Zhèlǐ kè mǎnle, xūyào děng sānshí fēnzhōng yǐshàng. - It's full here, you'll need to wait thirty minutes or more."
网路上买东西有时候价格比一般的低。,Wǎng lùshàng mǎi dōngxī yǒu shíhòu jiàgé bǐ yībān de dī.,When buying things online the price is usually cheaper.,网路上买东西有时候价格比一般的低。 - Wǎng lùshàng mǎi dōngxī yǒu shíhòu jiàgé bǐ yībān de dī.,Wǎng lùshàng mǎi dōngxī yǒu shíhòu jiàgé bǐ yībān de dī. - When buying things online the price is usually cheaper.
我的爸爸现在还是很浪漫，有时候都会买花送给妈妈，或是带妈妈去很好的餐厅。,"Wǒ de bàba xiànzài háishì hěn làngmàn, yǒu shíhòu dūhuì mǎi huā sòng gěi māmā, huò shì dài māmā qù hěn hǎo de cāntīng.","My dad is still very romantic even now, sometimes he buys my mother flowers or takes her to a nice restaurant.","我的爸爸现在还是很浪漫，有时候都会买花送给妈妈，或是带妈妈去很好的餐厅。 - Wǒ de bàba xiànzài háishì hěn làngmàn, yǒu shíhòu dūhuì mǎi huā sòng gěi māmā, huò shì dài māmā qù hěn hǎo de cāntīng.","Wǒ de bàba xiànzài háishì hěn làngmàn, yǒu shíhòu dūhuì mǎi huā sòng gěi māmā, huò shì dài māmā qù hěn hǎo de cāntīng. - My dad is still very romantic even now, sometimes he buys my mother flowers or takes her to a nice restaurant."
这个计划是我提出的，这对大家都好。,"Zhège jìhuà shì wǒ tíchū de, zhè duì dàjiā dōu hǎo.","This is my proposed plan, it should be good for everyone.","这个计划是我提出的，这对大家都好。 - Zhège jìhuà shì wǒ tíchū de, zhè duì dàjiā dōu hǎo.","Zhège jìhuà shì wǒ tíchū de, zhè duì dàjiā dōu hǎo. - This is my proposed plan, it should be good for everyone."
下午两点你有没有空，跟你商量一下会议内容。,"Xiàwǔ liǎng diǎn nǐ yǒu méiyǒu kòng, gēn nǐ shāngliáng yīxià huìyì nèiróng.",Do you have time at two pm this afternoon? I want to discuss the meeting minutes with you.,"下午两点你有没有空，跟你商量一下会议内容。 - Xiàwǔ liǎng diǎn nǐ yǒu méiyǒu kòng, gēn nǐ shāngliáng yīxià huìyì nèiróng.","Xiàwǔ liǎng diǎn nǐ yǒu méiyǒu kòng, gēn nǐ shāngliáng yīxià huìyì nèiróng. - Do you have time at two pm this afternoon? I want to discuss the meeting minutes with you."
这次唱歌比赛，虽然得到第二名有一点失望，但是至少还有进步的机会。,"Zhè cì chànggē bǐsài, suīrán dédào dì èr míng yǒu yīdiǎn shīwàng, dànshì zhìshǎo hái yǒu jìnbù de jīhuì.","This time at the singing competition, although winning second place, he was a little disappointed. However, at least it gives an opportunity to progress.","这次唱歌比赛，虽然得到第二名有一点失望，但是至少还有进步的机会。 - Zhè cì chànggē bǐsài, suīrán dédào dì èr míng yǒu yīdiǎn shīwàng, dànshì zhìshǎo hái yǒu jìnbù de jīhuì.","Zhè cì chànggē bǐsài, suīrán dédào dì èr míng yǒu yīdiǎn shīwàng, dànshì zhìshǎo hái yǒu jìnbù de jīhuì. - This time at the singing competition, although winning second place, he was a little disappointed. However, at least it gives an opportunity to progress."
这个节日也许对大家都不太重要，但是我希望大家都不要忘记。,"Zhège jiérì yěxǔ duì dàjiā dōu bù tài zhòngyào, dànshì wǒ xīwàng dàjiā dōu bùyào wàngjì.",This holiday may not be very important to everyone but I hope everyone doesn't forget.,"这个节日也许对大家都不太重要，但是我希望大家都不要忘记。 - Zhège jiérì yěxǔ duì dàjiā dōu bù tài zhòngyào, dànshì wǒ xīwàng dàjiā dōu bùyào wàngjì.","Zhège jiérì yěxǔ duì dàjiā dōu bù tài zhòngyào, dànshì wǒ xīwàng dàjiā dōu bùyào wàngjì. - This holiday may not be very important to everyone but I hope everyone doesn't forget."
这只手机很普通，没什么特别的。,"Zhè zhī shǒujī hěn pǔtōng, méishénme tèbié de.","This cell phone is very common, nothing special about it.","这只手机很普通，没什么特别的。 - Zhè zhī shǒujī hěn pǔtōng, méishénme tèbié de.","Zhè zhī shǒujī hěn pǔtōng, méishénme tèbié de. - This cell phone is very common, nothing special about it."
多吃一点，你太瘦了。,"Duō chī yīdiǎn, nǐ tài shòule.","Eat a bit more, you're too skinny.","多吃一点，你太瘦了。 - Duō chī yīdiǎn, nǐ tài shòule.","Duō chī yīdiǎn, nǐ tài shòule. - Eat a bit more, you're too skinny."
这两只手机最大的不同就是相机的功能。,Zhè liǎng zhī shǒujī zuìdà de bùtóng jiùshì xiàngjī de gōngnéng.,The biggest difference between the two phones is the camera function.,这两只手机最大的不同就是相机的功能。 - Zhè liǎng zhī shǒujī zuìdà de bùtóng jiùshì xiàngjī de gōngnéng.,Zhè liǎng zhī shǒujī zuìdà de bùtóng jiùshì xiàngjī de gōngnéng. - The biggest difference between the two phones is the camera function.
这个房子的出租广告到处都看得见。,Zhège fángzi de chūzū guǎnggào dàochù dōu kàn dé jiàn.,There are advertisements for renting this house everywhere.,这个房子的出租广告到处都看得见。 - Zhège fángzi de chūzū guǎnggào dàochù dōu kàn dé jiàn.,Zhège fángzi de chūzū guǎnggào dàochù dōu kàn dé jiàn. - There are advertisements for renting this house everywhere.
他的手机可能没电了，一时没办法联系大家。,"Tā de shǒujī kěnéng méi diànle, yīshí méi bànfǎ liánxì dàjiā.","His phone might have died, he'll have no way to contact everyone.","他的手机可能没电了，一时没办法联系大家。 - Tā de shǒujī kěnéng méi diànle, yīshí méi bànfǎ liánxì dàjiā.","Tā de shǒujī kěnéng méi diànle, yīshí méi bànfǎ liánxì dàjiā. - His phone might have died, he'll have no way to contact everyone."
妈妈在阳台种了很多薰衣草。,Māmā zài yángtái zhǒngle hěnduō xūnyīcǎo.,My mother grew a lot of lavender on the balcony.,妈妈在阳台种了很多薰衣草。 - Māmā zài yángtái zhǒngle hěnduō xūnyīcǎo.,Māmā zài yángtái zhǒngle hěnduō xūnyīcǎo. - My mother grew a lot of lavender on the balcony.
上个月我忘记付水电费了，所以被停水停电。,"Shàng gè yuè wǒ wàngjì fù shuǐdiàn fèile, suǒyǐ bèi tíng shuǐ tíngdiàn.","Last month I forgot to pay my utility bill, so my water and electricity were shut off.","上个月我忘记付水电费了，所以被停水停电。 - Shàng gè yuè wǒ wàngjì fù shuǐdiàn fèile, suǒyǐ bèi tíng shuǐ tíngdiàn.","Shàng gè yuè wǒ wàngjì fù shuǐdiàn fèile, suǒyǐ bèi tíng shuǐ tíngdiàn. - Last month I forgot to pay my utility bill, so my water and electricity were shut off."
闹钟响了很久，但是我一点都不想起床。,"Nàozhōng xiǎngle hěnjiǔ, dànshì wǒ yīdiǎn dōu bùxiǎng qǐchuáng.","The alarm clock rang for a long time, but I did not want to get up at all.","闹钟响了很久，但是我一点都不想起床。 - Nàozhōng xiǎngle hěnjiǔ, dànshì wǒ yīdiǎn dōu bùxiǎng qǐchuáng.","Nàozhōng xiǎngle hěnjiǔ, dànshì wǒ yīdiǎn dōu bùxiǎng qǐchuáng. - The alarm clock rang for a long time, but I did not want to get up at all."
我们明天一大早要去机场接机。,Wǒmen míngtiān yī dà zǎo yào qù jīchǎng jiē jī.,We'll have to go pick you up at the airport tomorrow morning.,我们明天一大早要去机场接机。 - Wǒmen míngtiān yī dà zǎo yào qù jīchǎng jiē jī.,Wǒmen míngtiān yī dà zǎo yào qù jīchǎng jiē jī. - We'll have to go pick you up at the airport tomorrow morning.
这是急事不能等。,Zhè shì jíshì bùnéng děng.,"This is an emergency, it cannot wait.",这是急事不能等。 - Zhè shì jíshì bùnéng děng.,"Zhè shì jíshì bùnéng děng. - This is an emergency, it cannot wait."
之前他失约一次，我就再也没约他了。,"Zhīqián tā shīyuē yīcì, wǒ jiù zài yě méi yuē tāle.","He stood me up once before, I will never go on another date with him.","之前他失约一次，我就再也没约他了。 - Zhīqián tā shīyuē yīcì, wǒ jiù zài yě méi yuē tāle.","Zhīqián tā shīyuē yīcì, wǒ jiù zài yě méi yuē tāle. - He stood me up once before, I will never go on another date with him."
